timestamp,truck_id,engine_temperature,hydraulic_pressure,vibration,speed,status,high_temp,low_pressure,high_vibration,low_speed,temp_mean,temp_std,temp_anomaly,abnormal_count,health_score,alert_level,alert_message
2026-01-01 14:00:00,HT-01,197.34,3036.84,0.53,26.64,normal,False,False,False,False,197.05499999999998,3.599470794436383,False,0,100,normal,no alert
2026-01-01 15:00:00,HT-01,190.7,3084.66,0.6,27.46,normal,False,False,False,False,197.04999999999998,3.6100193905297093,False,0,100,normal,no alert
2026-01-01 16:00:00,HT-01,196.84,2942.91,0.4,16.57,normal,False,False,False,False,196.62333333333333,3.42317201827006,False,0,100,normal,no alert
2026-01-01 17:00:00,HT-01,190.21,3081.38,0.41,23.54,normal,False,False,False,False,195.17666666666665,4.050346487236244,False,0,100,normal,no alert
2026-01-01 18:00:00,HT-01,199.39,3106.85,0.48,16.28,normal,False,False,False,False,195.85333333333335,4.404723222481415,False,0,100,normal,no alert
2026-01-01 19:00:00,HT-01,194.75,3023.29,0.43,25.14,normal,False,False,False,False,194.87166666666667,3.729104003197946,False,0,100,normal,no alert
2026-01-01 20:00:00,HT-01,194.08,3023.44,0.55,24.98,normal,False,False,False,False,194.32833333333335,3.5296992317571285,False,0,100,normal,no alert
2026-01-01 21:00:00,HT-01,191.6,3027.03,0.22,29.18,normal,False,False,False,False,194.47833333333332,3.359698895238513,False,0,100,normal,no alert
2026-01-01 22:00:00,HT-01,201.11,2913.67,0.37,29.75,normal,False,False,False,False,195.19000000000003,4.284871059903712,False,0,100,normal,no alert
2026-01-01 23:00:00,HT-01,194.23,2985.25,0.37,25.81,normal,False,False,False,False,195.86,3.6118803966909643,False,0,100,normal,no alert
2026-01-02 00:00:00,HT-01,192.86,2984.75,0.22,23.0,normal,False,False,False,False,194.77166666666668,3.3063781796199536,False,0,100,normal,no alert
2026-01-02 01:00:00,HT-01,193.24,3038.34,0.35,26.94,normal,False,False,False,False,194.52,3.365299392327559,False,0,100,normal,no alert
2026-01-02 02:00:00,HT-01,197.66,3099.98,0.36,22.89,normal,False,False,False,False,195.11666666666667,3.582070164955875,False,0,100,normal,no alert
2026-01-02 03:00:00,HT-01,196.83,2894.15,0.43,24.99,normal,False,False,False,False,195.98833333333334,3.167519008098794,False,0,100,normal,no alert
2026-01-02 04:00:00,HT-01,197.06,2987.5,0.56,28.94,normal,False,False,False,False,195.31333333333336,2.1141964588625655,False,0,100,normal,no alert
2026-01-02 05:00:00,HT-01,197.15,3148.15,0.43,22.77,normal,False,False,False,False,195.79999999999998,2.150711510175272,False,0,100,normal,no alert
2026-01-02 06:00:00,HT-01,205.71,2925.64,0.35,28.22,normal,False,False,False,False,197.9416666666667,4.127272303430841,False,0,100,normal,no alert
2026-01-02 07:00:00,HT-01,192.97,2917.77,0.44,27.71,normal,False,False,False,False,197.89666666666668,4.189785992943711,False,0,100,normal,no alert
2026-01-02 08:00:00,HT-01,192.44,3020.23,0.55,21.18,normal,False,False,False,False,197.02666666666667,4.752879828763526,False,0,100,normal,no alert
2026-01-02 09:00:00,HT-01,190.93,3084.44,0.35,28.9,normal,False,False,False,False,196.04333333333332,5.371747077689632,False,0,100,normal,no alert
2026-01-02 10:00:00,HT-01,198.08,3001.14,0.36,27.79,normal,False,False,False,False,196.21333333333334,5.426220292861978,False,0,100,normal,no alert
2026-01-02 11:00:00,HT-01,200.64,3132.9,0.51,25.41,normal,False,False,False,False,196.795,5.725510457592453,False,0,100,normal,no alert
2026-01-02 12:00:00,HT-01,194.43,3085.68,0.43,21.95,normal,False,False,False,False,194.915,3.709904311434486,False,0,100,normal,no alert
2026-01-02 13:00:00,HT-01,190.8,3084.18,0.51,21.56,normal,False,False,False,False,194.5533333333333,4.029449921101733,False,0,100,normal,no alert
2026-01-02 14:00:00,HT-01,190.88,3055.41,0.45,22.85,normal,False,False,False,False,194.29333333333332,4.2380168318055,False,0,100,normal,no alert
2026-01-02 15:00:00,HT-01,198.25,3232.77,0.52,27.17,normal,False,False,False,False,195.51333333333332,4.128358834533032,False,0,100,normal,no alert
2026-01-02 16:00:00,HT-01,198.72,2979.48,0.35,21.18,normal,False,False,False,False,195.62,4.215291211767021,False,0,100,normal,no alert
2026-01-02 17:00:00,HT-01,197.72,2799.65,0.45,26.75,normal,False,False,False,False,195.13333333333333,3.6505323812653527,False,0,100,normal,no alert
2026-01-02 18:00:00,HT-01,191.67,3160.43,0.43,20.03,normal,False,False,False,False,194.67333333333332,3.920773733163749,False,0,100,normal,no alert
2026-01-02 19:00:00,HT-01,196.16,2954.23,0.33,24.18,normal,False,False,False,False,195.5666666666667,3.4432988058934195,False,0,100,normal,no alert
2026-01-02 20:00:00,HT-01,195.58,3010.79,0.29,25.44,normal,False,False,False,False,196.35,2.5936537933966046,False,0,100,normal,no alert
2026-01-02 21:00:00,HT-01,196.09,3130.96,0.52,34.78,normal,False,False,False,False,195.99,2.4213715121807504,False,0,100,normal,no alert
2026-01-02 22:00:00,HT-01,199.36,2839.77,0.41,19.49,normal,False,False,False,False,196.09666666666666,2.5749148853247936,False,0,100,normal,no alert
2026-01-02 23:00:00,HT-01,196.12,2874.84,0.35,30.89,normal,False,False,False,False,195.83,2.453144920301382,False,0,100,normal,no alert
2026-01-03 00:00:00,HT-01,198.39,2839.87,0.44,25.6,normal,False,False,False,False,196.95000000000002,1.53695803456068,False,0,100,normal,no alert
2026-01-03 01:00:00,HT-01,195.34,2920.59,0.56,26.64,normal,False,False,False,False,196.8133333333333,1.653307795501876,False,0,100,normal,no alert
2026-01-03 02:00:00,HT-01,196.45,3043.96,0.22,25.47,normal,False,False,False,False,196.95833333333334,1.5589665380203972,False,0,100,normal,no alert
2026-01-03 03:00:00,HT-01,198.16,3052.42,0.3,26.78,normal,False,False,False,False,197.3033333333333,1.5574166644374143,False,0,100,normal,no alert
2026-01-03 04:00:00,HT-01,187.71,3027.63,0.36,24.39,normal,False,False,False,False,195.36166666666668,3.9321618311899345,False,0,100,normal,no alert
2026-01-03 05:00:00,HT-01,193.4,2858.72,0.6,30.82,normal,False,False,False,False,194.90833333333333,3.983703887924767,False,0,100,normal,no alert
2026-01-03 06:00:00,HT-01,192.65,2768.99,0.48,23.17,normal,False,False,False,False,193.95166666666668,3.656125909575159,False,0,100,normal,no alert
2026-01-03 07:00:00,HT-01,191.81,3005.44,0.53,29.53,normal,False,False,False,False,193.36333333333334,3.67202214953378,False,0,100,normal,no alert
2026-01-03 08:00:00,HT-01,193.62,2952.82,0.34,22.42,normal,False,False,False,False,192.89166666666668,3.365183006415345,False,0,100,normal,no alert
2026-01-03 09:00:00,HT-01,202.47,3045.94,0.34,24.76,normal,False,False,False,False,193.60999999999999,4.847997524751852,False,0,100,normal,no alert
2026-01-03 10:00:00,HT-01,190.67,3070.2,0.49,20.71,normal,False,False,False,False,194.10333333333335,4.2400172955622315,False,0,100,normal,no alert
2026-01-03 11:00:00,HT-01,199.84,3013.82,0.46,26.82,normal,False,False,False,False,195.17666666666665,4.80398029415891,False,0,100,normal,no alert
2026-01-03 12:00:00,HT-01,186.59,3076.01,0.5,30.78,normal,False,False,False,False,194.16666666666666,5.9433548326401375,False,0,100,normal,no alert
2026-01-03 13:00:00,HT-01,193.33,3022.92,0.43,24.69,normal,False,False,False,False,194.42,5.854543534725852,False,0,100,normal,no alert
2026-01-03 14:00:00,HT-01,195.81,3053.01,0.48,24.21,normal,False,False,False,False,194.785,5.862954033590948,False,0,100,normal,no alert
2026-01-03 15:00:00,HT-01,197.93,2929.53,0.47,20.54,normal,False,False,False,False,194.02833333333334,4.884008258251295,False,0,100,normal,no alert
2026-01-03 16:00:00,HT-01,198.56,2982.04,0.53,24.08,normal,False,False,False,False,195.34333333333333,4.861068469654306,False,0,100,normal,no alert
2026-01-03 17:00:00,HT-01,198.97,3019.68,0.53,18.63,normal,False,False,False,False,195.19833333333335,4.710763915403446,False,0,100,normal,no alert
2026-01-03 18:00:00,HT-01,193.26,3082.05,0.29,21.35,normal,False,False,False,False,196.30999999999997,2.5766412245403827,False,0,100,normal,no alert
2026-01-03 19:00:00,HT-01,192.69,2960.63,0.23,25.91,normal,False,False,False,False,196.20333333333335,2.7331715399271257,False,0,100,normal,no alert
2026-01-03 20:00:00,HT-01,199.29,3052.12,0.55,30.28,normal,False,False,False,False,196.78333333333333,2.9901683341691347,False,0,100,normal,no alert
2026-01-03 21:00:00,HT-01,194.04,2973.42,0.57,36.24,normal,False,False,False,False,196.135,3.1110946626550806,False,0,100,normal,no alert
2026-01-03 22:00:00,HT-01,188.62,2988.25,0.35,22.65,normal,False,False,False,False,194.47833333333332,4.062557897023372,False,0,100,normal,no alert
2026-01-03 23:00:00,HT-01,189.33,3082.95,0.26,30.74,normal,False,False,False,False,192.87166666666667,3.8305060588212547,False,0,100,normal,no alert
2026-01-04 00:00:00,HT-01,190.4,2800.69,0.46,25.98,normal,False,False,False,False,192.39499999999998,3.948644071070408,False,0,100,normal,no alert
2026-01-04 01:00:00,HT-01,197.49,2870.35,0.54,24.4,normal,False,False,False,False,193.19500000000002,4.4719335862688965,False,0,100,normal,no alert
2026-01-04 02:00:00,HT-01,195.71,2851.78,0.63,26.73,normal,False,False,False,False,192.59833333333336,3.6614500770413736,False,0,100,normal,no alert
2026-01-04 03:00:00,HT-01,198.45,2766.64,0.5,25.25,normal,False,False,False,False,193.33333333333334,4.380715314496766,False,0,100,normal,no alert
2026-01-04 04:00:00,HT-01,192.86,2932.17,0.41,25.44,normal,False,False,False,False,194.04,3.7673757444672358,False,0,100,normal,no alert
2026-01-04 05:00:00,HT-01,195.79,3074.94,0.36,23.37,normal,False,False,False,False,195.11666666666667,2.9962888156296046,False,0,100,normal,no alert
2026-01-04 06:00:00,HT-01,198.13,2971.51,0.45,19.41,normal,False,False,False,False,196.405,2.086295760433009,False,0,100,normal,no alert
2026-01-04 07:00:00,HT-01,193.45,3019.78,0.42,18.83,normal,False,False,False,False,195.73166666666665,2.306412076509151,False,0,100,normal,no alert
2026-01-04 08:00:00,HT-01,197.28,3108.92,0.35,27.61,normal,False,False,False,False,195.99333333333334,2.39097190838105,False,0,100,normal,no alert
2026-01-04 09:00:00,HT-01,191.69,3132.77,0.65,23.89,normal,False,False,False,False,194.86666666666667,2.586539515775284,False,0,100,normal,no alert
2026-01-04 10:00:00,HT-01,193.18,2993.09,0.63,22.62,normal,False,False,False,False,194.92,2.5397637685423398,False,0,100,normal,no alert
2026-01-04 11:00:00,HT-01,193.09,3135.36,0.56,25.03,normal,False,False,False,False,194.47,2.5934147373685223,False,0,100,normal,no alert
2026-01-04 12:00:00,HT-01,189.02,3009.21,0.36,28.18,normal,False,False,False,False,192.95166666666668,2.6871502873241746,False,0,100,normal,no alert
2026-01-04 13:00:00,HT-01,197.43,2916.26,0.54,25.72,normal,False,False,False,False,193.615,3.2640756731423846,False,0,100,normal,no alert
2026-01-04 14:00:00,HT-01,192.65,2940.56,0.51,22.38,normal,False,False,False,False,192.84333333333333,2.7275312402732204,False,0,100,normal,no alert
2026-01-04 15:00:00,HT-01,195.06,2851.95,0.49,29.91,normal,False,False,False,False,193.405,2.7888259178370842,False,0,100,normal,no alert
2026-01-04 16:00:00,HT-01,197.4,2911.19,0.57,31.32,normal,False,False,False,False,194.10833333333335,3.219598836294159,False,0,100,normal,no alert
2026-01-04 17:00:00,HT-01,197.23,2964.2,0.51,26.98,normal,False,False,False,False,194.79833333333332,3.3964770964437356,False,0,100,normal,no alert
2026-01-04 18:00:00,HT-01,198.33,3080.36,0.52,28.89,normal,False,False,False,False,196.35,2.112713894496991,False,0,100,normal,no alert
2026-01-04 19:00:00,HT-01,194.51,3172.08,0.51,29.97,normal,False,False,False,False,195.86333333333332,2.1501596839926007,False,0,100,normal,no alert
2026-01-04 20:00:00,HT-01,192.88,2861.78,0.48,29.52,normal,False,False,False,False,195.90166666666664,2.082396856189325,False,0,100,normal,no alert
2026-01-04 21:00:00,HT-01,194.6,3039.28,0.27,27.46,normal,False,False,False,False,195.82500000000002,2.1275596348869965,False,0,100,normal,no alert
2026-01-04 22:00:00,HT-01,186.56,2895.95,0.46,27.39,normal,False,False,False,False,194.01833333333332,4.157111577365525,False,0,100,normal,no alert
2026-01-04 23:00:00,HT-01,187.76,3047.47,0.39,27.08,normal,False,False,False,False,192.44000000000003,4.479129379689676,False,0,100,normal,no alert
2026-01-05 00:00:00,HT-01,188.39,2986.89,0.32,20.61,normal,False,False,False,False,190.78333333333333,3.620942786991421,False,0,100,normal,no alert
2026-01-05 01:00:00,HT-01,190.01,2816.91,0.62,27.8,normal,False,False,False,False,190.03333333333333,3.127015616632718,False,0,100,normal,no alert
2026-01-05 02:00:00,HT-01,197.0,3092.83,0.62,19.58,normal,False,False,False,False,190.72,4.159158568749034,False,0,100,normal,no alert
2026-01-05 03:00:00,HT-01,190.47,2939.5,0.59,21.82,normal,False,False,False,False,190.03166666666667,3.7056250035135645,False,0,100,normal,no alert
2026-01-05 04:00:00,HT-01,193.11,2946.61,0.48,30.21,normal,False,False,False,False,191.12333333333333,3.4331190871662693,False,0,100,normal,no alert
2026-01-05 05:00:00,HT-01,201.5,2893.02,0.59,28.36,normal,False,False,False,False,193.41333333333333,4.976547665467126,False,0,100,normal,no alert
2026-01-05 06:00:00,HT-01,193.22,2934.57,0.45,30.95,normal,False,False,False,False,194.21833333333333,4.3530560146484,False,0,100,normal,no alert
2026-01-05 07:00:00,HT-01,198.69,3042.79,0.47,23.91,normal,False,False,False,False,195.665,4.110332103370795,False,0,100,normal,no alert
2026-01-05 08:00:00,HT-01,190.33,2981.08,0.34,20.39,normal,False,False,False,False,194.55333333333337,4.55498261979854,False,0,100,normal,no alert
2026-01-05 09:00:00,HT-01,193.97,3032.87,0.49,24.04,normal,False,False,False,False,195.13666666666666,4.131932558339621,False,0,100,normal,no alert
2026-01-05 10:00:00,HT-01,190.25,3036.19,0.46,25.41,normal,False,False,False,False,194.66,4.555726067269645,False,0,100,normal,no alert
2026-01-05 11:00:00,HT-01,193.3,3132.07,0.32,25.32,normal,False,False,False,False,193.29333333333332,3.0864391564821525,False,0,100,normal,no alert
2026-01-05 12:00:00,HT-01,199.2,2965.72,0.44,29.53,normal,False,False,False,False,194.29,3.912896625263684,False,0,100,normal,no alert
2026-01-05 13:00:00,HT-01,186.36,2852.31,0.44,23.55,normal,False,False,False,False,192.235,4.352942682829531,False,0,100,normal,no alert
2026-01-05 14:00:00,HT-01,197.17,3106.72,0.63,26.41,normal,False,False,False,False,193.375,4.64043424692125,False,0,100,normal,no alert
2026-01-05 15:00:00,HT-01,196.19,2966.85,0.54,21.05,normal,False,False,False,False,193.745,4.783658641667455,False,0,100,normal,no alert
2026-01-05 16:00:00,HT-01,192.03,3111.46,0.45,26.8,normal,False,False,False,False,194.04166666666666,4.574168412582391,False,0,100,normal,no alert
2026-01-05 17:00:00,HT-01,187.77,3038.34,0.47,25.01,normal,False,False,False,False,193.12,5.25931554482134,False,0,100,normal,no alert
2026-01-05 18:00:00,HT-01,195.36,2986.89,0.45,22.0,normal,False,False,False,False,192.48000000000002,4.558412004196103,False,0,100,normal,no alert
2026-01-05 19:00:00,HT-01,192.35,3034.88,0.43,24.06,normal,False,False,False,False,193.47833333333332,3.477875309246476,False,0,100,normal,no alert
2026-01-05 20:00:00,HT-01,196.16,3195.1,0.34,24.26,normal,False,False,False,False,193.31000000000003,3.2824076529278843,False,0,100,normal,no alert
2026-01-05 21:00:00,HT-01,195.11,3207.7,0.43,23.92,normal,False,False,False,False,193.13,3.1184034376583596,False,0,100,normal,no alert
2026-01-05 22:00:00,HT-01,203.01,3006.94,0.38,32.09,normal,False,False,False,False,194.96,4.9986638214626975,False,0,100,normal,no alert
2026-01-05 23:00:00,HT-01,193.8,3016.02,0.32,24.61,normal,False,False,False,False,195.965,3.7019602915212935,False,0,100,normal,no alert
2026-01-06 00:00:00,HT-01,189.88,3107.62,0.5,24.02,normal,False,False,False,False,195.05166666666665,4.4761296525756284,False,0,100,normal,no alert
2026-01-06 01:00:00,HT-01,195.9,2915.43,0.49,16.61,normal,False,False,False,False,195.64333333333332,4.277824992524471,False,0,100,normal,no alert
2026-01-06 02:00:00,HT-01,196.1,3033.31,0.27,21.42,normal,False,False,False,False,195.63333333333333,4.276445564562583,False,0,100,normal,no alert
2026-01-06 03:00:00,HT-01,201.8,2997.41,0.44,23.95,normal,False,False,False,False,196.74833333333333,4.934257458490317,False,0,100,normal,no alert
2026-01-06 04:00:00,HT-01,199.18,3031.39,0.55,22.26,normal,False,False,False,False,196.11,4.147148417889154,False,0,100,normal,no alert
2026-01-06 05:00:00,HT-01,196.78,2916.66,0.56,30.53,normal,False,False,False,False,196.60666666666668,3.9906624345673873,False,0,100,normal,no alert
2026-01-06 06:00:00,HT-01,202.32,2841.04,0.55,24.34,normal,False,False,False,False,198.67999999999998,2.871543139150291,False,0,100,normal,no alert
2026-01-06 07:00:00,HT-01,189.06,2792.7,0.45,30.15,normal,False,False,False,False,197.54,4.863068989845902,False,0,100,normal,no alert
2026-01-06 08:00:00,HT-01,191.8,2888.26,0.37,25.25,normal,False,False,False,False,196.82333333333335,5.404433982080577,False,0,100,normal,no alert
2026-01-06 09:00:00,HT-01,190.37,2954.13,0.34,25.15,normal,False,False,False,False,194.91833333333332,5.313072243689789,False,0,100,normal,no alert
2026-01-06 10:00:00,HT-01,193.05,2970.68,0.48,24.64,normal,False,False,False,False,193.89666666666665,4.90325878030791,False,0,100,normal,no alert
2026-01-06 11:00:00,HT-01,188.12,3193.72,0.49,25.02,normal,False,False,False,False,192.45333333333335,5.15299395173974,False,0,100,normal,no alert
2026-01-06 12:00:00,HT-01,198.18,3110.6,0.58,31.88,normal,False,False,False,False,191.76333333333335,3.6153487614151776,False,0,100,normal,no alert
2026-01-06 13:00:00,HT-01,193.89,2903.79,0.56,15.72,normal,False,False,False,False,192.56833333333336,3.4257928522703156,False,0,100,normal,no alert
2026-01-06 14:00:00,HT-01,187.65,3034.77,0.44,16.99,normal,False,False,False,False,191.87666666666667,3.985210993995961,False,0,100,normal,no alert
2026-01-06 15:00:00,HT-01,189.92,2959.29,0.33,22.83,normal,False,False,False,False,191.80166666666665,4.023289284486798,False,0,100,normal,no alert
2026-01-06 16:00:00,HT-01,196.57,2971.56,0.42,25.06,normal,False,False,False,False,192.38833333333332,4.473206530741272,False,0,100,normal,no alert
2026-01-06 17:00:00,HT-01,199.19,3018.53,0.47,27.76,normal,False,False,False,False,194.23333333333332,4.640425267867881,False,0,100,normal,no alert
2026-01-06 18:00:00,HT-01,204.98,3061.92,0.43,26.89,normal,False,False,False,False,195.36666666666667,6.32259018651904,False,0,100,normal,no alert
2026-01-06 19:00:00,HT-01,209.57,2966.07,0.39,23.46,normal,False,False,False,False,197.98000000000002,8.467027813819946,False,0,100,normal,no alert
2026-01-06 20:00:00,HT-01,197.07,3106.39,0.48,29.08,normal,False,False,False,False,199.54999999999998,6.896123548777304,False,0,100,normal,no alert
2026-01-06 21:00:00,HT-01,190.05,2885.81,0.4,29.12,normal,False,False,False,False,199.57166666666663,6.859925412616923,False,0,100,normal,no alert
2026-01-06 22:00:00,HT-01,184.34,3000.63,0.39,25.74,normal,False,False,False,False,197.53333333333333,9.309755456867116,False,0,100,normal,no alert
2026-01-06 23:00:00,HT-01,196.34,3259.77,0.48,28.85,normal,False,False,False,False,197.0583333333333,9.280985759425931,False,0,100,normal,no alert
2026-01-07 00:00:00,HT-01,190.94,3022.31,0.41,26.09,normal,False,False,False,False,194.71833333333333,8.631466657913148,False,0,100,normal,no alert
2026-01-07 01:00:00,HT-01,192.92,3143.32,0.47,22.75,normal,False,False,False,False,191.94333333333336,4.6683901579308555,False,0,100,normal,no alert
2026-01-07 02:00:00,HT-01,191.94,3009.15,0.48,27.79,normal,False,False,False,False,191.08833333333334,3.957284001264687,False,0,100,normal,no alert
2026-01-07 03:00:00,HT-01,194.3,3058.08,0.34,25.44,normal,False,False,False,False,191.79666666666665,4.1116112008147905,False,0,100,normal,no alert
2026-01-07 04:00:00,HT-01,200.33,2994.32,0.4,25.01,normal,False,False,False,False,194.46166666666667,3.4388743313279657,False,0,100,normal,no alert
2026-01-07 05:00:00,HT-01,195.79,2982.96,0.59,30.89,normal,False,False,False,False,194.37,3.3857111512944615,False,0,100,normal,no alert
2026-01-07 06:00:00,HT-01,194.21,2922.05,0.33,15.2,normal,False,False,False,False,194.915,2.959518541925326,False,0,100,normal,no alert
2026-01-07 07:00:00,HT-01,189.82,3043.03,0.24,19.33,normal,False,False,False,False,194.39833333333334,3.582487497070484,False,0,100,normal,no alert
2026-01-07 08:00:00,HT-01,186.63,2914.85,0.26,20.25,normal,False,False,False,False,193.51333333333332,4.7702271084997765,False,0,100,normal,no alert
2026-01-07 09:00:00,HT-01,192.57,3066.56,0.45,23.55,normal,False,False,False,False,193.225,4.76544961152664,False,0,100,normal,no alert
2026-01-07 10:00:00,HT-01,194.73,3108.53,0.45,23.98,normal,False,False,False,False,192.29166666666666,3.4671280141733765,False,0,100,normal,no alert
2026-01-07 11:00:00,HT-01,203.84,3036.65,0.44,18.97,normal,False,False,False,False,193.63333333333333,5.838323960407313,False,0,100,normal,no alert
2026-01-07 12:00:00,HT-01,195.65,2971.38,0.57,21.06,normal,False,False,False,False,193.87333333333333,5.896082315119607,False,0,100,normal,no alert
2026-01-07 13:00:00,HT-01,199.91,3045.4,0.18,21.56,normal,False,False,False,False,195.55499999999998,5.94748266075655,False,0,100,normal,no alert
2026-01-07 14:00:00,HT-01,192.5,2969.13,0.49,34.83,normal,False,False,False,False,196.5333333333333,4.48992947234883,False,0,100,normal,no alert
2026-01-07 15:00:00,HT-01,189.08,3093.55,0.61,32.21,normal,False,False,False,False,195.95166666666668,5.26519673579882,False,0,100,normal,no alert
2026-01-07 16:00:00,HT-01,190.17,2816.86,0.34,23.35,normal,False,False,False,False,195.1916666666667,5.780676142690098,False,0,100,normal,no alert
2026-01-07 17:00:00,HT-01,191.37,2966.44,0.41,23.55,normal,False,False,False,False,193.11333333333334,4.024319404155958,False,0,100,normal,no alert
2026-01-07 18:00:00,HT-01,205.64,2800.92,0.37,20.4,normal,False,False,False,False,194.77833333333334,6.554770527384334,False,0,100,normal,no alert
2026-01-07 19:00:00,HT-01,190.89,2850.49,0.36,17.37,normal,False,False,False,False,193.275,6.165227489720021,False,0,100,normal,no alert
2026-01-07 20:00:00,HT-01,199.19,3136.39,0.42,24.53,normal,False,False,False,False,194.39,6.587524573009172,False,0,100,normal,no alert
2026-01-07 21:00:00,HT-01,190.49,3089.52,0.59,21.01,normal,False,False,False,False,194.625,6.3821618594328795,False,0,100,normal,no alert
2026-01-07 22:00:00,HT-01,199.66,2928.05,0.63,24.66,normal,False,False,False,False,196.20666666666668,6.231438571202214,False,0,100,normal,no alert
2026-01-07 23:00:00,HT-01,196.92,2849.75,0.42,18.6,normal,False,False,False,False,197.13166666666666,5.764301923621529,False,0,100,normal,no alert
2026-01-08 00:00:00,HT-01,194.22,2703.55,0.64,21.95,normal,False,False,False,False,195.22833333333332,4.012128695177489,False,0,100,normal,no alert
2026-01-08 01:00:00,HT-01,194.8,2945.65,0.45,25.59,normal,False,False,False,False,195.88,3.443840879018661,False,0,100,normal,no alert
2026-01-08 02:00:00,HT-01,191.73,3242.04,0.63,26.46,normal,False,False,False,False,194.63666666666666,3.355334061858302,False,0,100,normal,no alert
2026-01-08 03:00:00,HT-01,197.23,3043.49,0.44,26.67,normal,False,False,False,False,195.76,2.7658850301485876,False,0,100,normal,no alert
2026-01-08 04:00:00,HT-01,192.73,2944.04,0.46,19.72,normal,False,False,False,False,194.605,2.2007884950625987,False,0,100,normal,no alert
2026-01-08 05:00:00,HT-01,188.87,3046.51,0.49,28.42,normal,False,False,False,False,193.26333333333332,2.861745388161976,False,0,100,normal,no alert
2026-01-08 06:00:00,HT-01,188.61,2843.9,0.77,21.8,normal,False,False,False,False,192.32833333333335,3.3597881877681157,False,0,100,normal,no alert
2026-01-08 07:00:00,HT-01,195.86,2970.27,0.54,27.53,normal,False,False,False,False,192.505,3.5388458570555916,False,0,100,normal,no alert
2026-01-08 08:00:00,HT-01,202.9,3009.95,0.38,24.96,normal,False,False,False,False,194.36666666666667,5.464022937970377,False,0,100,normal,no alert
2026-01-08 09:00:00,HT-01,195.8,2991.39,0.55,19.49,normal,False,False,False,False,194.12833333333333,5.344018774917096,False,0,100,normal,no alert
2026-01-08 10:00:00,HT-01,194.41,3079.08,0.41,23.74,normal,False,False,False,False,194.40833333333333,5.299929873749881,False,0,100,normal,no alert
2026-01-08 11:00:00,HT-01,196.43,3034.46,0.4,26.46,normal,False,False,False,False,195.66833333333338,4.56803422345614,False,0,100,normal,no alert
2026-01-08 12:00:00,HT-01,201.53,3066.83,0.54,27.45,normal,False,False,False,False,197.8216666666667,3.4943578332315623,False,0,100,normal,no alert
2026-01-08 13:00:00,HT-01,196.1,2931.16,0.45,24.44,normal,False,False,False,False,197.86166666666668,3.468690915412729,False,0,100,normal,no alert
2026-01-08 14:00:00,HT-01,192.95,3089.78,0.48,31.13,normal,False,False,False,False,196.20333333333335,2.911986721581443,False,0,100,normal,no alert
2026-01-08 15:00:00,HT-01,200.53,3162.89,0.45,29.03,normal,False,False,False,False,196.99166666666667,3.3831016341024607,False,0,100,normal,no alert
2026-01-08 16:00:00,HT-01,197.14,2902.99,0.48,23.97,normal,False,False,False,False,197.44666666666663,3.1413924725616167,False,0,100,normal,no alert
2026-01-08 17:00:00,HT-01,202.68,2911.23,0.49,28.0,normal,False,False,False,False,198.48833333333334,3.719824816663671,False,0,100,normal,no alert
